Simulation,Format,Player,Wins
19,FFA_Round0,Player 2,2.0
19,FFA_Round0,Player 3,2.0
19,FFA_Round0,Player 4,2.0
19,FFA_Round0,Player 5,3.0
19,FFA_Round0,Player 6,5.0
19,FFA_Round0,Player 7,4.0
19,FFA_Round0,Player 8,8.0
19,FFA_Round0,Player 9,8.0
19,FFA_Round0,Player 10,12.0
20,FFA_Round0,Player 1,1.0
20,FFA_Round0,Player 2,7.0
20,FFA_Round0,Player 3,1.0
20,FFA_Round0,Player 4,5.0
20,FFA_Round0,Player 5,2.0
20,FFA_Round0,Player 6,5.0
20,FFA_Round0,Player 7,7.0
20,FFA_Round0,Player 8,2.0
20,FFA_Round0,Player 9,9.0
20,FFA_Round0,Player 10,11.0
21,FFA_Round0,Player 1,1.0
21,FFA_Round0,Player 2,2.0
21,FFA_Round0,Player 3,1.0
21,FFA_Round0,Player 4,4.0
21,FFA_Round0,Player 5,1.0
21,FFA_Round0,Player 6,11.0
21,FFA_Round0,Player 7,6.0
21,FFA_Round0,Player 8,8.0
21,FFA_Round0,Player 9,9.0
21,FFA_Round0,Player 10,7.0
22,FFA_Round0,Player 1,4.0
22,FFA_Round0,Player 2,1.0
22,FFA_Round0,Player 3,3.0
22,FFA_Round0,Player 4,2.0
22,FFA_Round0,Player 5,3.0
22,FFA_Round0,Player 6,10.0
22,FFA_Round0,Player 7,4.0
22,FFA_Round0,Player 8,8.0
22,FFA_Round0,Player 9,9.0
22,FFA_Round0,Player 10,6.0
23,FFA_Round0,Player 1,0.0
23,FFA_Round0,Player 2,1.0
23,FFA_Round0,Player 3,6.0
23,FFA_Round0,Player 4,7.0
23,FFA_Round0,Player 5,2.0
23,FFA_Round0,Player 6,4.0
23,FFA_Round0,Player 7,6.0
23,FFA_Round0,Player 8,9.0
23,FFA_Round0,Player 9,6.0
23,FFA_Round0,Player 10,9.0
24,FFA_Round0,Player 1,3.0
24,FFA_Round0,Player 2,0.0
24,FFA_Round0,Player 3,6.0
24,FFA_Round0,Player 4,3.0
24,FFA_Round0,Player 5,12.0
24,FFA_Round0,Player 6,4.0
24,FFA_Round0,Player 7,8.0
24,FFA_Round0,Player 8,3.0
24,FFA_Round0,Player 9,9.0
24,FFA_Round0,Player 10,2.0
25,FFA_Round0,Player 1,0.0
25,FFA_Round0,Player 2,2.0
25,FFA_Round0,Player 3,7.0
25,FFA_Round0,Player 4,0.0
25,FFA_Round0,Player 5,5.0
25,FFA_Round0,Player 6,4.0
25,FFA_Round0,Player 7,9.0
25,FFA_Round0,Player 8,10.0
25,FFA_Round0,Player 9,5.0
25,FFA_Round0,Player 10,8.0
26,FFA_Round0,Player 1,2.0
26,FFA_Round0,Player 2,6.0
26,FFA_Round0,Player 3,2.0
26,FFA_Round0,Player 4,4.0
26,FFA_Round0,Player 5,4.0
26,FFA_Round0,Player 6,1.0
26,FFA_Round0,Player 7,11.0
26,FFA_Round0,Player 8,5.0
26,FFA_Round0,Player 9,10.0
26,FFA_Round0,Player 10,5.0
27,FFA_Round0,Player 1,2.0
27,FFA_Round0,Player 2,1.0
27,FFA_Round0,Player 3,1.0
27,FFA_Round0,Player 4,3.0
27,FFA_Round0,Player 5,11.0
27,FFA_Round0,Player 6,6.0
27,FFA_Round0,Player 7,5.0
27,FFA_Round0,Player 8,5.0
27,FFA_Round0,Player 9,4.0
27,FFA_Round0,Player 10,12.0
28,FFA_Round0,Player 1,3.0
28,FFA_Round0,Player 2,1.0
28,FFA_Round0,Player 3,1.0
28,FFA_Round0,Player 4,3.0
28,FFA_Round0,Player 5,11.0
28,FFA_Round0,Player 6,2.0
28,FFA_Round0,Player 7,5.0
28,FFA_Round0,Player 8,8.0
28,FFA_Round0,Player 9,6.0
28,FFA_Round0,Player 10,10.0
29,FFA_Round0,Player 1,4.0
29,FFA_Round0,Player 2,5.0
29,FFA_Round0,Player 3,6.0
29,FFA_Round0,Player 4,3.0
29,FFA_Round0,Player 5,6.0
29,FFA_Round0,Player 6,2.0
29,FFA_Round0,Player 7,7.0
29,FFA_Round0,Player 8,4.0
29,FFA_Round0,Player 9,4.0
29,FFA_Round0,Player 10,9.0
30,FFA_Round0,Player 1,1.0
30,FFA_Round0,Player 2,1.0
30,FFA_Round0,Player 3,3.0
30,FFA_Round0,Player 4,5.0
30,FFA_Round0,Player 5,4.0
30,FFA_Round0,Player 6,8.0
30,FFA_Round0,Player 7,2.0
30,FFA_Round0,Player 8,6.0
30,FFA_Round0,Player 9,8.0
30,FFA_Round0,Player 10,12.0
31,FFA_Round0,Player 1,0.0
31,FFA_Round0,Player 2,4.0
31,FFA_Round0,Player 3,9.0
31,FFA_Round0,Player 4,2.0
31,FFA_Round0,Player 5,2.0
31,FFA_Round0,Player 6,7.0
31,FFA_Round0,Player 7,3.0
31,FFA_Round0,Player 8,7.0
31,FFA_Round0,Player 9,9.0
31,FFA_Round0,Player 10,7.0
32,FFA_Round0,Player 1,0.0
32,FFA_Round0,Player 2,1.0
32,FFA_Round0,Player 3,3.0
32,FFA_Round0,Player 4,6.0
32,FFA_Round0,Player 5,3.0
32,FFA_Round0,Player 6,7.0
32,FFA_Round0,Player 7,4.0
32,FFA_Round0,Player 8,4.0
32,FFA_Round0,Player 9,14.0
32,FFA_Round0,Player 10,8.0
33,FFA_Round0,Player 1,1.0
33,FFA_Round0,Player 2,5.0
33,FFA_Round0,Player 3,2.0
33,FFA_Round0,Player 4,4.0
33,FFA_Round0,Player 5,8.0
33,FFA_Round0,Player 6,4.0
33,FFA_Round0,Player 7,4.0
33,FFA_Round0,Player 8,2.0
33,FFA_Round0,Player 9,13.0
33,FFA_Round0,Player 10,7.0
34,FFA_Round0,Player 1,0.0
34,FFA_Round0,Player 2,2.0
34,FFA_Round0,Player 3,4.0
34,FFA_Round0,Player 4,6.0
34,FFA_Round0,Player 5,4.0
34,FFA_Round0,Player 6,6.0
34,FFA_Round0,Player 7,5.0
34,FFA_Round0,Player 8,8.0
34,FFA_Round0,Player 9,6.0
34,FFA_Round0,Player 10,9.0
35,FFA_Round0,Player 1,3.0
35,FFA_Round0,Player 2,1.0
35,FFA_Round0,Player 3,1.0
35,FFA_Round0,Player 4,4.0
35,FFA_Round0,Player 5,4.0
35,FFA_Round0,Player 6,5.0
35,FFA_Round0,Player 7,3.0
35,FFA_Round0,Player 8,5.0
35,FFA_Round0,Player 9,10.0
35,FFA_Round0,Player 10,14.0
36,FFA_Round0,Player 1,2.0
36,FFA_Round0,Player 2,5.0
36,FFA_Round0,Player 3,2.0
36,FFA_Round0,Player 4,8.0
36,FFA_Round0,Player 5,4.0
36,FFA_Round0,Player 6,5.0
36,FFA_Round0,Player 7,2.0
36,FFA_Round0,Player 8,5.0
36,FFA_Round0,Player 9,7.0
36,FFA_Round0,Player 10,10.0
37,FFA_Round0,Player 1,3.0
37,FFA_Round0,Player 2,5.0
37,FFA_Round0,Player 3,1.0
37,FFA_Round0,Player 4,3.0
37,FFA_Round0,Player 5,6.0
37,FFA_Round0,Player 6,3.0
37,FFA_Round0,Player 7,9.0
37,FFA_Round0,Player 8,9.0
37,FFA_Round0,Player 9,7.0
37,FFA_Round0,Player 10,4.0
38,FFA_Round0,Player 1,4.0
38,FFA_Round0,Player 2,5.0
38,FFA_Round0,Player 3,2.0
38,FFA_Round0,Player 4,6.0
38,FFA_Round0,Player 5,8.0
38,FFA_Round0,Player 6,2.0
38,FFA_Round0,Player 7,3.0
38,FFA_Round0,Player 8,5.0
38,FFA_Round0,Player 9,8.0
38,FFA_Round0,Player 10,7.0
39,FFA_Round0,Player 1,2.0
39,FFA_Round0,Player 2,1.0
39,FFA_Round0,Player 3,6.0
39,FFA_Round0,Player 4,5.0
39,FFA_Round0,Player 5,6.0
39,FFA_Round0,Player 6,2.0
39,FFA_Round0,Player 7,7.0
39,FFA_Round0,Player 8,0.0
39,FFA_Round0,Player 9,14.0
39,FFA_Round0,Player 10,7.0
40,FFA_Round0,Player 1,3.0
40,FFA_Round0,Player 2,3.0
40,FFA_Round0,Player 3,2.0
40,FFA_Round0,Player 4,3.0
40,FFA_Round0,Player 5,2.0
40,FFA_Round0,Player 6,7.0
40,FFA_Round0,Player 7,2.0
40,FFA_Round0,Player 8,11.0
40,FFA_Round0,Player 9,11.0
40,FFA_Round0,Player 10,6.0
41,FFA_Round0,Player 1,0.0
41,FFA_Round0,Player 2,1.0
41,FFA_Round0,Player 3,4.0
41,FFA_Round0,Player 4,4.0
41,FFA_Round0,Player 5,7.0
41,FFA_Round0,Player 6,7.0
41,FFA_Round0,Player 7,3.0
41,FFA_Round0,Player 8,11.0
41,FFA_Round0,Player 9,7.0
41,FFA_Round0,Player 10,6.0
42,FFA_Round0,Player 1,2.0
42,FFA_Round0,Player 2,3.0
42,FFA_Round0,Player 3,1.0
42,FFA_Round0,Player 4,3.0
42,FFA_Round0,Player 5,3.0
42,FFA_Round0,Player 6,9.0
42,FFA_Round0,Player 7,6.0
42,FFA_Round0,Player 8,7.0
42,FFA_Round0,Player 9,10.0
42,FFA_Round0,Player 10,6.0
43,FFA_Round0,Player 1,1.0
43,FFA_Round0,Player 2,2.0
43,FFA_Round0,Player 3,5.0
43,FFA_Round0,Player 4,4.0
43,FFA_Round0,Player 5,4.0
43,FFA_Round0,Player 6,5.0
43,FFA_Round0,Player 7,8.0
43,FFA_Round0,Player 8,3.0
43,FFA_Round0,Player 9,9.0
43,FFA_Round0,Player 10,9.0
44,FFA_Round0,Player 1,3.0
44,FFA_Round0,Player 2,3.0
44,FFA_Round0,Player 3,2.0
44,FFA_Round0,Player 4,7.0
44,FFA_Round0,Player 5,8.0
44,FFA_Round0,Player 6,6.0
44,FFA_Round0,Player 7,2.0
44,FFA_Round0,Player 8,5.0
44,FFA_Round0,Player 9,6.0
44,FFA_Round0,Player 10,8.0
45,FFA_Round0,Player 1,1.0
45,FFA_Round0,Player 2,4.0
45,FFA_Round0,Player 3,1.0
45,FFA_Round0,Player 4,5.0
45,FFA_Round0,Player 5,5.0
45,FFA_Round0,Player 6,8.0
45,FFA_Round0,Player 7,2.0
45,FFA_Round0,Player 8,7.0
45,FFA_Round0,Player 9,8.0
45,FFA_Round0,Player 10,9.0
46,FFA_Round0,Player 1,2.0
46,FFA_Round0,Player 2,5.0
46,FFA_Round0,Player 3,2.0
46,FFA_Round0,Player 4,4.0
46,FFA_Round0,Player 5,5.0
46,FFA_Round0,Player 6,9.0
46,FFA_Round0,Player 7,13.0
46,FFA_Round0,Player 8,2.0
46,FFA_Round0,Player 9,4.0
46,FFA_Round0,Player 10,4.0
47,FFA_Round0,Player 1,2.0
47,FFA_Round0,Player 2,4.0
47,FFA_Round0,Player 3,3.0
47,FFA_Round0,Player 4,5.0
47,FFA_Round0,Player 5,3.0
47,FFA_Round0,Player 6,6.0
47,FFA_Round0,Player 7,4.0
47,FFA_Round0,Player 8,8.0
47,FFA_Round0,Player 9,7.0
47,FFA_Round0,Player 10,8.0
48,FFA_Round0,Player 1,0.0
48,FFA_Round0,Player 2,3.0
48,FFA_Round0,Player 3,7.0
48,FFA_Round0,Player 4,6.0
48,FFA_Round0,Player 5,2.0
48,FFA_Round0,Player 6,5.0
48,FFA_Round0,Player 7,6.0
48,FFA_Round0,Player 8,6.0
48,FFA_Round0,Player 9,7.0
48,FFA_Round0,Player 10,8.0
49,FFA_Round0,Player 1,0.0
49,FFA_Round0,Player 2,2.0
49,FFA_Round0,Player 3,5.0
49,FFA_Round0,Player 4,2.0
49,FFA_Round0,Player 5,8.0
49,FFA_Round0,Player 6,4.0
49,FFA_Round0,Player 7,4.0
49,FFA_Round0,Player 8,10.0
49,FFA_Round0,Player 9,8.0
49,FFA_Round0,Player 10,7.0
50,FFA_Round0,Player 1,2.0
50,FFA_Round0,Player 2,1.0
50,FFA_Round0,Player 3,8.0
50,FFA_Round0,Player 4,5.0
50,FFA_Round0,Player 5,3.0
50,FFA_Round0,Player 6,2.0
50,FFA_Round0,Player 7,7.0
50,FFA_Round0,Player 8,9.0
50,FFA_Round0,Player 9,4.0
50,FFA_Round0,Player 10,9.0
51,FFA_Round0,Player 1,5.0
51,FFA_Round0,Player 2,2.0
51,FFA_Round0,Player 3,6.0
51,FFA_Round0,Player 4,2.0
51,FFA_Round0,Player 5,4.0
51,FFA_Round0,Player 6,5.0
51,FFA_Round0,Player 7,5.0
51,FFA_Round0,Player 8,3.0
51,FFA_Round0,Player 9,7.0
51,FFA_Round0,Player 10,11.0
52,FFA_Round0,Player 1,3.0
52,FFA_Round0,Player 2,0.0
52,FFA_Round0,Player 3,3.0
52,FFA_Round0,Player 4,5.0
52,FFA_Round0,Player 5,5.0
52,FFA_Round0,Player 6,3.0
52,FFA_Round0,Player 7,6.0
52,FFA_Round0,Player 8,10.0
52,FFA_Round0,Player 9,8.0
52,FFA_Round0,Player 10,7.0
53,FFA_Round0,Player 1,0.0
53,FFA_Round0,Player 2,2.0
53,FFA_Round0,Player 3,2.0
53,FFA_Round0,Player 4,2.0
53,FFA_Round0,Player 5,5.0
53,FFA_Round0,Player 6,6.0
53,FFA_Round0,Player 7,3.0
53,FFA_Round0,Player 8,8.0
53,FFA_Round0,Player 9,5.0
53,FFA_Round0,Player 10,17.0
54,FFA_Round0,Player 1,1.0
54,FFA_Round0,Player 2,2.0
54,FFA_Round0,Player 3,1.0
54,FFA_Round0,Player 4,9.0
54,FFA_Round0,Player 5,6.0
54,FFA_Round0,Player 6,6.0
54,FFA_Round0,Player 7,2.0
54,FFA_Round0,Player 8,4.0
54,FFA_Round0,Player 9,8.0
54,FFA_Round0,Player 10,11.0
55,FFA_Round0,Player 1,4.0
55,FFA_Round0,Player 2,4.0
55,FFA_Round0,Player 3,2.0
55,FFA_Round0,Player 4,3.0
55,FFA_Round0,Player 5,5.0
55,FFA_Round0,Player 6,2.0
55,FFA_Round0,Player 7,6.0
55,FFA_Round0,Player 8,7.0
55,FFA_Round0,Player 9,7.0
55,FFA_Round0,Player 10,10.0
56,FFA_Round0,Player 1,2.0
56,FFA_Round0,Player 2,3.0
56,FFA_Round0,Player 3,5.0
56,FFA_Round0,Player 4,2.0
56,FFA_Round0,Player 5,7.0
56,FFA_Round0,Player 6,3.0
56,FFA_Round0,Player 7,6.0
56,FFA_Round0,Player 8,8.0
56,FFA_Round0,Player 9,5.0
56,FFA_Round0,Player 10,9.0
57,FFA_Round0,Player 1,0.0
57,FFA_Round0,Player 2,3.0
57,FFA_Round0,Player 3,1.0
57,FFA_Round0,Player 4,8.0
57,FFA_Round0,Player 5,3.0
57,FFA_Round0,Player 6,7.0
57,FFA_Round0,Player 7,7.0
57,FFA_Round0,Player 8,8.0
57,FFA_Round0,Player 9,2.0
57,FFA_Round0,Player 10,11.0
58,FFA_Round0,Player 1,3.0
58,FFA_Round0,Player 2,3.0
58,FFA_Round0,Player 3,3.0
58,FFA_Round0,Player 4,1.0
58,FFA_Round0,Player 5,3.0
58,FFA_Round0,Player 6,3.0
58,FFA_Round0,Player 7,10.0
58,FFA_Round0,Player 8,10.0
58,FFA_Round0,Player 9,5.0
58,FFA_Round0,Player 10,9.0
59,FFA_Round0,Player 1,0.0
59,FFA_Round0,Player 2,1.0
59,FFA_Round0,Player 3,7.0
59,FFA_Round0,Player 4,3.0
59,FFA_Round0,Player 5,3.0
59,FFA_Round0,Player 6,4.0
59,FFA_Round0,Player 7,7.0
59,FFA_Round0,Player 8,9.0
59,FFA_Round0,Player 9,11.0
59,FFA_Round0,Player 10,5.0
60,FFA_Round0,Player 1,0.0
60,FFA_Round0,Player 2,4.0
60,FFA_Round0,Player 3,4.0
60,FFA_Round0,Player 4,6.0
60,FFA_Round0,Player 5,7.0
60,FFA_Round0,Player 6,1.0
60,FFA_Round0,Player 7,11.0
60,FFA_Round0,Player 8,3.0
60,FFA_Round0,Player 9,3.0
60,FFA_Round0,Player 10,11.0
61,FFA_Round0,Player 1,4.0
61,FFA_Round0,Player 2,3.0
61,FFA_Round0,Player 3,3.0
61,FFA_Round0,Player 4,12.0
61,FFA_Round0,Player 5,1.0
61,FFA_Round0,Player 6,5.0
61,FFA_Round0,Player 7,7.0
61,FFA_Round0,Player 8,3.0
61,FFA_Round0,Player 9,5.0
61,FFA_Round0,Player 10,7.0
62,FFA_Round0,Player 1,2.0
62,FFA_Round0,Player 2,1.0
62,FFA_Round0,Player 3,3.0
62,FFA_Round0,Player 4,5.0
62,FFA_Round0,Player 5,2.0
62,FFA_Round0,Player 6,2.0
62,FFA_Round0,Player 7,5.0
62,FFA_Round0,Player 8,12.0
62,FFA_Round0,Player 9,7.0
62,FFA_Round0,Player 10,11.0
63,FFA_Round0,Player 1,0.0
63,FFA_Round0,Player 2,1.0
63,FFA_Round0,Player 3,3.0
63,FFA_Round0,Player 4,6.0
63,FFA_Round0,Player 5,8.0
63,FFA_Round0,Player 6,4.0
63,FFA_Round0,Player 7,9.0
63,FFA_Round0,Player 8,3.0
63,FFA_Round0,Player 9,11.0
63,FFA_Round0,Player 10,5.0
64,FFA_Round0,Player 1,1.0
64,FFA_Round0,Player 2,1.0
64,FFA_Round0,Player 3,2.0
64,FFA_Round0,Player 4,6.0
64,FFA_Round0,Player 5,11.0
64,FFA_Round0,Player 6,5.0
64,FFA_Round0,Player 7,1.0
64,FFA_Round0,Player 8,8.0
64,FFA_Round0,Player 9,7.0
64,FFA_Round0,Player 10,8.0
65,FFA_Round0,Player 1,4.0
65,FFA_Round0,Player 2,1.0
65,FFA_Round0,Player 3,3.0
65,FFA_Round0,Player 4,4.0
65,FFA_Round0,Player 5,7.0
65,FFA_Round0,Player 6,7.0
65,FFA_Round0,Player 7,6.0
65,FFA_Round0,Player 8,4.0
65,FFA_Round0,Player 9,7.0
65,FFA_Round0,Player 10,7.0
66,FFA_Round0,Player 1,2.0
66,FFA_Round0,Player 2,5.0
66,FFA_Round0,Player 3,5.0
66,FFA_Round0,Player 4,3.0
66,FFA_Round0,Player 5,5.0
66,FFA_Round0,Player 6,4.0
66,FFA_Round0,Player 7,3.0
66,FFA_Round0,Player 8,7.0
66,FFA_Round0,Player 9,6.0
66,FFA_Round0,Player 10,10.0
67,FFA_Round0,Player 1,0.0
67,FFA_Round0,Player 2,3.0
67,FFA_Round0,Player 3,4.0
67,FFA_Round0,Player 4,3.0
67,FFA_Round0,Player 5,2.0
67,FFA_Round0,Player 6,7.0
67,FFA_Round0,Player 7,10.0
67,FFA_Round0,Player 8,9.0
67,FFA_Round0,Player 9,10.0
67,FFA_Round0,Player 10,2.0
68,FFA_Round0,Player 1,1.0
68,FFA_Round0,Player 2,1.0
68,FFA_Round0,Player 3,5.0
68,FFA_Round0,Player 4,2.0
68,FFA_Round0,Player 5,3.0
68,FFA_Round0,Player 6,6.0
68,FFA_Round0,Player 7,9.0
68,FFA_Round0,Player 8,7.0
68,FFA_Round0,Player 9,8.0
68,FFA_Round0,Player 10,8.0
69,FFA_Round0,Player 1,2.0
69,FFA_Round0,Player 2,4.0
69,FFA_Round0,Player 3,7.0
69,FFA_Round0,Player 4,2.0
69,FFA_Round0,Player 5,4.0
69,FFA_Round0,Player 6,1.0
69,FFA_Round0,Player 7,4.0
69,FFA_Round0,Player 8,6.0
69,FFA_Round0,Player 9,7.0
69,FFA_Round0,Player 10,13.0
70,FFA_Round0,Player 1,2.0
70,FFA_Round0,Player 2,7.0
70,FFA_Round0,Player 3,6.0
70,FFA_Round0,Player 4,2.0
70,FFA_Round0,Player 5,2.0
70,FFA_Round0,Player 6,7.0
70,FFA_Round0,Player 7,5.0
70,FFA_Round0,Player 8,5.0
70,FFA_Round0,Player 9,5.0
70,FFA_Round0,Player 10,9.0
71,FFA_Round0,Player 1,3.0
71,FFA_Round0,Player 2,4.0
71,FFA_Round0,Player 3,1.0
71,FFA_Round0,Player 4,2.0
71,FFA_Round0,Player 5,7.0
71,FFA_Round0,Player 6,2.0
71,FFA_Round0,Player 7,7.0
71,FFA_Round0,Player 8,11.0
71,FFA_Round0,Player 9,5.0
71,FFA_Round0,Player 10,8.0
72,FFA_Round0,Player 1,2.0
72,FFA_Round0,Player 2,3.0
72,FFA_Round0,Player 3,2.0
72,FFA_Round0,Player 4,3.0
72,FFA_Round0,Player 5,3.0
72,FFA_Round0,Player 6,5.0
72,FFA_Round0,Player 7,8.0
72,FFA_Round0,Player 8,3.0
72,FFA_Round0,Player 9,10.0
72,FFA_Round0,Player 10,11.0
73,FFA_Round0,Player 1,2.0
73,FFA_Round0,Player 2,9.0
73,FFA_Round0,Player 3,3.0
73,FFA_Round0,Player 4,3.0
73,FFA_Round0,Player 5,0.0
